ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,9/8/2008,67544384,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,ENERGY STAR Certified,6/6/2023,85,Limited,low-flow,reclaimed,25% reduction in energy use,true
Sustainable Library,8/2/2019,21736516,Renewable energy sources,Town Square,LEED Certified,Green Building Solutions,ISO 14001,2/28/2024,16,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,3/29/2011,67749661,Renewable energy sources,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,7/28/2023,35,Limited,low-flow,recycled,40% reduction in energy use,true
Green Office Building,8/15/2007,94560811,Rainwater harvesting,City Centre,LEED Silver,Sustainable Builders,LEED,8/13/2023,11,No,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,12/22/2008,95399392,Energy-efficient design,Downtown,LEED Certified,Eco-Friendly Designs,LEED,9/11/2023,37,No,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,8/28/2010,87297069,Renewable energy sources,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,8/31/2023,81,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,5/2/2008,53758405,LEED Platinum certified,Metropolitan Area,LEED Silver,Green Building Solutions,ISO 14001,2/19/2024,46,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,12/5/2022,85431932,Green roof,City Centre,LEED Certified,Green Building Solutions,LEED,3/4/2024,7,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,6/10/2010,55341974,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,LEED,11/11/2023,49,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,10/7/2014,73099408,Green roof,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,8/25/2023,89,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,2/25/2018,17266982,Renewable energy sources,Town Square,LEED Certified,Sustainable Builders,LEED,10/5/2023,29,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,10/3/2013,45419571,LEED Platinum certified,Downtown,LEED Silver,EcoBuild Constructions,ISO 14001,9/10/2023,27,No,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,4/8/2015,25317143,LEED Platinum certified,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,5/17/2023,1,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,2/16/2018,96309090,Renewable energy sources,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,6/24/2023,70,Limited,low-flow,local,30% reduction in energy use,true
Sustainable Library,8/22/2018,7926438,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,6/7/2023,13,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,5/30/2008,83048409,Renewable energy sources,Downtown,LEED Silver,Green Building Solutions,LEED,1/30/2024,0,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,5/26/2023,74371945,LEED Platinum certified,Downtown,LEED Certified,EcoBuild Constructions,LEED,6/1/2023,13,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,11/30/2021,72551175,Renewable energy sources,Central District,LEED Platinum,EcoBuild Constructions,LEED,1/22/2024,59,Limited,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,7/12/2021,2228629,Renewable energy sources,Town Square,LEED Silver,Green Architects Inc.,LEED,10/10/2023,89,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,9/13/2008,76011200,Green roof,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,2/3/2024,88,Limited,low-flow,certified,40% reduction in energy use,true
Sustainable Library,5/3/2010,17479923,Rainwater harvesting,Metropolitan Area,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,2/16/2024,57,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,1/12/2020,54124479,Rainwater harvesting,Metropolitan Area,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,11/25/2023,5,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,1/2/2022,96097704,LEED Platinum certified,Metropolitan Area,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,10/6/2023,12,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,12/20/2018,47292517,Energy-efficient design,City Centre,LEED Certified,EcoBuild Constructions,LEED,10/1/2023,19,Yes,high-efficiency,reclaimed,30% reduction in energy use,true
Green Office Building,10/9/2009,37049968,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,LEED,6/6/2023,0,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,5/9/2019,66293356,Rainwater harvesting,Central District,LEED Gold,Sustainable Builders,LEED,11/18/2023,85,Limited,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,3/19/2016,73202375,LEED Platinum certified,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,10/3/2023,69,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,9/18/2010,80816708,Renewable energy sources,Downtown,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,6/13/2023,64,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,2/15/2018,93423400,Green roof,Central District,LEED Certified,Green Architects Inc.,LEED,8/1/2023,69,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,5/16/2009,97455309,Green roof,City Centre,Not Applicable,Sustainable Builders,LEED,7/5/2023,5,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/21/2021,91210531,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/1/2023,53,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,9/16/2022,9585017,Renewable energy sources,Town Square,LEED Certified,Green Architects Inc.,LEED,5/28/2023,50,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,11/11/2012,80878129,Rainwater harvesting,City Centre,LEED Gold,Eco-Friendly Designs,LEED,2/15/2024,86,Limited,low-flow,local,30% reduction in energy use,false
Eco Elementary School,11/4/2016,5056501,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,Green Globes,10/20/2023,40,No,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,4/5/2015,18312795,Renewable energy sources,Town Square,LEED Gold,Eco-Friendly Designs,LEED,12/14/2023,10,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,10/19/2020,46126305,Energy-efficient design,Central District,LEED Gold,EcoBuild Constructions,LEED,8/31/2023,77,Yes,high-efficiency,sustainable,25% reduction in energy use,true
Green Office Building,4/20/2020,22389632,Green roof,City Centre,LEED Silver,EcoBuild Constructions,Green Globes,11/29/2023,72,No,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,6/10/2013,53656007,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,LEED,10/9/2023,37,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,6/24/2012,36043132,LEED Platinum certified,Central District,Not Applicable,Sustainable Builders,ENERGY STAR Certified,5/28/2023,21,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,2/18/2012,25080548,LEED Platinum certified,Town Square,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,1/30/2024,85,No,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,3/15/2015,27571955,Energy-efficient design,City Centre,LEED Silver,Green Architects Inc.,LEED,7/23/2023,60,Yes,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,5/18/2017,17257772,Renewable energy sources,Town Square,LEED Silver,EcoBuild Constructions,Green Globes,8/30/2023,79,Limited,low-flow,certified,40% reduction in energy use,false
Sustainable Library,4/28/2015,64561304,Rainwater harvesting,City Centre,LEED Silver,Green Architects Inc.,LEED,9/25/2023,67,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,10/29/2011,8489946,Green roof,Central District,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,2/14/2024,60,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/28/2022,28949685,Green roof,Central District,LEED Gold,Sustainable Builders,LEED,12/31/2023,55,Limited,low-flow,local,30% reduction in energy use,true
Eco Elementary School,11/4/2015,31150815,Energy-efficient design,City Centre,LEED Certified,Sustainable Builders,LEED,1/3/2024,37,No,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,2/6/2013,32407098,LEED Platinum certified,Town Square,LEED Certified,Eco-Friendly Designs,LEED,11/12/2023,77,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,5/20/2019,49819510,LEED Platinum certified,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,10/17/2023,3,Limited,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,6/9/2009,41558592,LEED Platinum certified,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,9/9/2023,65,Yes,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,9/24/2006,65810312,Energy-efficient design,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,9/18/2023,48,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,4/16/2010,67023882,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,11/16/2023,49,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,8/22/2009,53235271,LEED Platinum certified,Town Square,LEED Certified,Green Architects Inc.,LEED,10/10/2023,42,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/5/2015,94176588,Renewable energy sources,Town Square,LEED Platinum,Green Architects Inc.,LEED,12/13/2023,51,Yes,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,5/10/2021,60270758,Rainwater harvesting,Town Square,LEED Certified,Green Architects Inc.,LEED,9/10/2023,76,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/19/2009,9519486,Renewable energy sources,City Centre,LEED Certified,Sustainable Builders,LEED,10/7/2023,48,Yes,low-flow,local,30% reduction in energy use,true
Sustainable Library,6/9/2012,44179986,Energy-efficient design,Town Square,LEED Silver,Green Building Solutions,Green Globes,7/15/2023,51,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,4/16/2007,1297007,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,8/24/2023,43,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,1/16/2014,48327891,Energy-efficient design,Central District,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,2/20/2024,30,No,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,7/26/2010,48844430,Renewable energy sources,City Centre,LEED Certified,Sustainable Builders,LEED,8/24/2023,33,Yes,high-efficiency,certified,25% reduction in energy use,true
Sustainable Library,6/21/2023,12185982,Renewable energy sources,City Centre,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,10/30/2023,13,Yes,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,4/24/2011,22392474,Green roof,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,7/25/2023,31,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,8/31/2019,90759951,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,10/7/2023,73,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,9/8/2010,57409466,Green roof,Central District,Not Applicable,EcoBuild Constructions,LEED,8/28/2023,51,Limited,low-flow,local,40% reduction in energy use,true
Sustainable Library,7/9/2023,69480049,Renewable energy sources,Central District,LEED Gold,Sustainable Builders,ISO 14001,5/24/2023,42,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,8/9/2008,35211807,Green roof,City Centre,LEED Gold,Green Building Solutions,LEED,8/18/2023,49,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,7/7/2010,22839545,LEED Platinum certified,City Centre,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,7/9/2023,94,No,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,12/2/2010,49982319,LEED Platinum certified,City Centre,LEED Certified,Green Building Solutions,LEED,8/28/2023,68,No,low-flow,certified,40% reduction in energy use,true
Sustainable Library,11/22/2018,85736726,Green roof,Metropolitan Area,LEED Gold,Sustainable Builders,LEED,2/18/2024,54,No,high-efficiency,recycled,25% reduction in energy use,false
Green Office Building,1/23/2023,79079771,Renewable energy sources,Town Square,LEED Silver,Eco-Friendly Designs,LEED,1/18/2024,18,No,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,4/2/2008,32496111,Energy-efficient design,City Centre,LEED Silver,Eco-Friendly Designs,ISO 14001,2/7/2024,59,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,8/11/2017,39646996,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,6/22/2023,35,Yes,high-efficiency,local,40% reduction in energy use,false
Green Office Building,10/4/2015,79674977,Energy-efficient design,Town Square,LEED Platinum,EcoBuild Constructions,LEED,8/8/2023,25,Yes,high-efficiency,recycled,30% reduction in energy use,false
Sustainable Library,5/24/2017,75653699,LEED Platinum certified,City Centre,LEED Silver,Eco-Friendly Designs,LEED,7/11/2023,28,No,low-flow,local,40% reduction in energy use,false
Sustainable Library,6/10/2014,98094635,Renewable energy sources,Town Square,LEED Silver,Green Architects Inc.,LEED,9/16/2023,80,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,7/1/2016,25448258,LEED Platinum certified,Downtown,LEED Gold,Sustainable Builders,Green Globes,2/9/2024,45,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,5/23/2008,26229522,Green roof,Downtown,LEED Certified,Green Building Solutions,ENERGY STAR Certified,5/20/2023,97,No,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,1/21/2023,53001870,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,6/22/2023,89,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,8/7/2014,47695606,Green roof,Central District,LEED Certified,Sustainable Builders,ISO 14001,1/28/2024,76,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,10/15/2018,2366292,Green roof,Central District,LEED Certified,EcoBuild Constructions,LEED,5/27/2023,95,Yes,low-flow,sustainable,30% reduction in energy use,false
Sustainable Library,5/4/2022,51257413,Green roof,City Centre,LEED Certified,Green Building Solutions,LEED,12/24/2023,0,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,5/9/2009,75687940,LEED Platinum certified,Downtown,LEED Gold,Green Building Solutions,LEED,10/2/2023,76,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,2/25/2019,13586041,LEED Platinum certified,Central District,LEED Platinum,Green Architects Inc.,LEED,2/10/2024,23,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,9/15/2015,52762439,Energy-efficient design,Downtown,LEED Certified,Sustainable Builders,LEED,8/26/2023,83,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,5/8/2009,92377703,Energy-efficient design,City Centre,Not Applicable,Green Building Solutions,LEED,10/4/2023,82,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,1/31/2017,63518070,Green roof,Town Square,Not Applicable,Green Building Solutions,ENERGY STAR Certified,7/4/2023,39,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,8/11/2019,45891086,Energy-efficient design,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/28/2024,73,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,8/9/2015,9586530,Green roof,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,10/14/2023,84,Limited,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,10/22/2015,24615436,LEED Platinum certified,Downtown,LEED Certified,Green Architects Inc.,LEED,12/29/2023,48,No,high-efficiency,local,40% reduction in energy use,false
Green Office Building,9/29/2021,96276989,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,7/19/2023,50,Yes,low-flow,local,40% reduction in energy use,false
Green Office Building,2/18/2021,70855553,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,ISO 14001,2/21/2024,58,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,5/22/2016,27947715,Rainwater harvesting,City Centre,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,7/12/2023,64,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,3/8/2021,13722655,Renewable energy sources,Town Square,LEED Certified,Green Architects Inc.,LEED,9/12/2023,81,Limited,low-flow,local,30% reduction in energy use,true
Green Office Building,10/3/2022,12039049,Rainwater harvesting,Downtown,LEED Gold,Sustainable Builders,LEED,6/7/2023,83,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,5/15/2008,19831688,Rainwater harvesting,Central District,LEED Gold,Green Architects Inc.,LEED,5/19/2023,13,No,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,1/14/2014,78406500,Green roof,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,1/22/2024,59,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,7/16/2019,89832096,Green roof,Downtown,LEED Gold,Eco-Friendly Designs,Green Globes,1/5/2024,49,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,8/16/2019,38424582,LEED Platinum certified,City Centre,LEED Certified,Sustainable Builders,LEED,9/26/2023,28,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,1/5/2022,48932609,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,1/21/2024,27,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/3/2013,70270310,Energy-efficient design,Central District,LEED Certified,Eco-Friendly Designs,LEED,10/5/2023,72,No,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,12/6/2022,67735854,Green roof,City Centre,LEED Gold,Green Architects Inc.,LEED,8/30/2023,98,Limited,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,12/27/2021,74222049,Rainwater harvesting,Downtown,LEED Certified,Green Building Solutions,LEED,11/30/2023,38,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,8/11/2020,45592745,Renewable energy sources,City Centre,LEED Certified,Green Building Solutions,LEED,9/14/2023,54,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,7/12/2014,68987937,Energy-efficient design,Central District,LEED Certified,Green Architects Inc.,LEED,7/26/2023,9,No,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,2/5/2020,35705502,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,6/22/2023,15,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,6/13/2015,91973535,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,11/12/2023,88,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/24/2010,60141935,Energy-efficient design,City Centre,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,12/29/2023,100,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,8/19/2008,24359567,LEED Platinum certified,Town Square,LEED Gold,Sustainable Builders,ENERGY STAR Certified,6/15/2023,99,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,7/29/2013,93373990,Energy-efficient design,Downtown,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,1/27/2024,98,No,low-flow,reclaimed,30% reduction in energy use,true
Green Office Building,9/12/2007,94760253,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,LEED,9/28/2023,95,No,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,6/18/2010,56130687,LEED Platinum certified,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,1/18/2024,38,Yes,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,7/22/2014,80925150,Energy-efficient design,Town Square,LEED Platinum,Sustainable Builders,LEED,7/30/2023,71,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,6/29/2013,68010906,Renewable energy sources,City Centre,LEED Certified,Eco-Friendly Designs,ISO 14001,10/21/2023,13,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,12/28/2020,368739,Rainwater harvesting,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,7/12/2023,7,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,9/4/2014,42631647,Green roof,Town Square,LEED Silver,Sustainable Builders,LEED,6/19/2023,26,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,6/8/2022,85484006,Energy-efficient design,Town Square,LEED Certified,Eco-Friendly Designs,ISO 14001,1/30/2024,25,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,12/11/2022,20501757,Rainwater harvesting,Metropolitan Area,LEED Silver,Green Building Solutions,ISO 14001,2/3/2024,37,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,8/11/2007,51777102,Green roof,City Centre,LEED Certified,Green Architects Inc.,LEED,1/8/2024,80,Yes,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,8/3/2007,42031279,Energy-efficient design,Central District,LEED Certified,Green Building Solutions,LEED,6/1/2023,50,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,3/15/2010,74758205,Rainwater harvesting,City Centre,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,11/6/2023,78,Yes,high-efficiency,recycled,40% reduction in energy use,false
Eco Elementary School,12/3/2013,97453169,Green roof,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,8/24/2023,57,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,7/15/2019,4527532,Rainwater harvesting,Town Square,LEED Silver,Sustainable Builders,LEED,7/28/2023,85,Limited,low-flow,local,40% reduction in energy use,true
Sustainable Library,3/26/2019,1988064,Renewable energy sources,Town Square,LEED Silver,Green Architects Inc.,ISO 14001,7/25/2023,24,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,8/8/2021,63248284,Renewable energy sources,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,12/17/2023,90,No,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,7/14/2019,91269755,Renewable energy sources,Central District,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,8/4/2023,40,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,4/16/2023,57752184,Energy-efficient design,Central District,LEED Certified,Green Architects Inc.,LEED,8/11/2023,60,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,7/5/2010,40451982,LEED Platinum certified,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,10/30/2023,81,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,6/16/2010,26711592,Green roof,Central District,LEED Certified,Green Building Solutions,LEED,6/3/2023,79,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/25/2006,52704498,Rainwater harvesting,City Centre,LEED Certified,Sustainable Builders,LEED,11/29/2023,92,Limited,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,9/29/2014,27056489,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,3/9/2024,91,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,4/9/2013,67580414,LEED Platinum certified,Downtown,LEED Certified,Green Building Solutions,LEED,3/5/2024,52,No,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,10/21/2018,55082320,Energy-efficient design,Metropolitan Area,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,9/30/2023,63,No,low-flow,local,40% reduction in energy use,false
Green Office Building,4/24/2014,32354556,Energy-efficient design,Downtown,LEED Certified,Eco-Friendly Designs,LEED,11/20/2023,12,Limited,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,10/29/2008,33028190,Green roof,City Centre,LEED Certified,Eco-Friendly Designs,LEED,7/4/2023,58,No,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,1/2/2011,20503499,Rainwater harvesting,Central District,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,9/13/2023,50,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,3/14/2009,48832888,Green roof,Central District,LEED Silver,Eco-Friendly Designs,LEED,12/11/2023,91,Limited,high-efficiency,local,30% reduction in energy use,true
Green Office Building,8/17/2018,23192128,Green roof,Central District,LEED Certified,Sustainable Builders,LEED,9/2/2023,53,No,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,9/16/2017,44501149,Green roof,City Centre,LEED Silver,Eco-Friendly Designs,LEED,12/28/2023,3,Yes,low-flow,local,40% reduction in energy use,false
Eco Elementary School,9/30/2012,73555439,LEED Platinum certified,Downtown,LEED Silver,Green Architects Inc.,LEED,1/15/2024,4,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,3/4/2013,26348136,Rainwater harvesting,Downtown,LEED Gold,Green Architects Inc.,LEED,2/10/2024,55,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,2/14/2015,44099683,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,LEED,6/24/2023,4,Yes,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,4/11/2009,84636633,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,LEED,11/4/2023,63,Limited,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,2/14/2014,48648259,Green roof,Metropolitan Area,LEED Gold,Green Architects Inc.,LEED,1/22/2024,84,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,4/12/2014,62573594,Green roof,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/28/2023,90,No,high-efficiency,local,40% reduction in energy use,false
Eco Elementary School,1/13/2023,82061760,Energy-efficient design,Central District,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,5/31/2023,4,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,10/7/2010,7189374,Energy-efficient design,Central District,LEED Silver,Sustainable Builders,ENERGY STAR Certified,11/11/2023,78,Yes,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,10/29/2018,79613072,Renewable energy sources,City Centre,LEED Certified,Green Building Solutions,LEED,5/20/2023,34,Limited,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,3/13/2011,37774603,Green roof,Downtown,LEED Platinum,Eco-Friendly Designs,LEED,7/9/2023,27,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,7/1/2018,99141487,Rainwater harvesting,City Centre,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,1/29/2024,69,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,9/3/2013,47355669,LEED Platinum certified,Central District,LEED Silver,Green Building Solutions,ENERGY STAR Certified,2/6/2024,47,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,10/1/2014,8127798,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,ISO 14001,3/7/2024,76,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,1/22/2007,84031694,Rainwater harvesting,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,12/24/2023,96,Yes,low-flow,reclaimed,30% reduction in energy use,false
